"Column1","Тип квартиры","м^2","Этаж","Этажей в доме","Адресс","Станция метро","Окна во двор","Окна на улицу","Окна на солнечную сторону","Новостройка","Цена квартиры","Цена за м^2"
"1058","3-к. квартира","46,5 м²","2","4 эт.","2-й Колобовский пер., 12","Цветной бульвар","1","0","0","0","34700000","746 237 ₽ за м²"
"1059","1-к. квартира","34 м²","10","25 эт.","рабочий пос. Дрожжино, Новое ш., 8","Улица Скобелевская","1","0","0","0","6500000","191 176 ₽ за м²"
"1060","2-к. квартира","64 м²","3","7 эт.","Ленинградский пр-т, 33к1","Динамо","1","0","0","0","21500000","335 938 ₽ за м²"
"1061","Апартаменты-студия","20 м²","2","2 эт.","Вольная ул., 25","Семёновская","1","0","0","0","2990000","149 500 ₽ за м²"
"1062","1-к. квартира","37,5 м²","8","14 эт.","рабочий пос. Дрожжино, Новое ш., 9","Улица Скобелевская","1","0","0","0","6500000","173 333 ₽ за м²"
"1063","3-к. квартира","114 м²","40","40 эт.","Рублёвское ш., 107","Молодёжная","1","0","0","0","46000000","403 509 ₽ за м²"
"1064","2-к. квартира","44,5 м²","6","9 эт.","Москва, Ферганский проезд, 1","ЮгоВосточная","1","0","0","0","9000000","202 247 ₽ за м²"
"1065","2-к. квартира","51,3 м²","4","16 эт.","Аргуновская ул., 12","ВДНХ","1","0","0","0","13650000","266 082 ₽ за м²"
"1066","2-к. квартира","53 м²","12","14 эт.","Фестивальная ул., 13к3","Речной вокзал","1","0","0","0","21000000","396 226 ₽ за м²"
"1067","2-к. квартира","45,5 м²","6","9 эт.","пр-т Андропова, 38","Коломенская","1","0","0","0","11500000","252 747 ₽ за м²"
"1068","1-к. квартира","28 м²","3","9 эт.","Москва, Черницынский проезд, 6к1","Щёлковская","1","0","0","0","7300000","260 714 ₽ за м²"
"1069","2-к. квартира","41,3 м²","3","5 эт.","Большая Черкизовская ул., 26к3","Черкизовская","1","0","0","0","11300000","273 608 ₽ за м²"
"1070","3-к. квартира","83 м²","5","9 эт.","Кутузовский пр-т, 43","Кутузовская","1","0","0","0","31000000","373 494 ₽ за м²"
"1071","2-к. квартира","46 м²","10","25 эт.","Боровское ш., 2Ак1","Говорово","1","0","0","0","13700000","297 826 ₽ за м²"
"1072","Квартира-студия","10,3 м²","1","17 эт.","Дубнинская ул., 50","Алтуфьево","1","0","0","0","2600000","252 427 ₽ за м²"
"1073","Апартаменты-студия","19,2 м²","4","4 эт.","ул. Радио, 14с1","Бауманская","1","0","0","0","5990000","311 979 ₽ за м²"
"1074","Квартира-студия","27,2 м²","19","24 эт.","пос. Битца, жилой комплекс Южная Битца, Южный б-р, 6","Улица Старокачаловская","1","0","0","0","5000000","183 824 ₽ за м²"
"1075","2-к. квартира","44 м²","9","9 эт.","Токмаков пер., 10с3","Бауманская","1","0","0","0","16300000","370 455 ₽ за м²"
"1076","2-к. квартира","60 м²","11","17 эт.","Дубнинская ул., 53к3","Селигерская","1","0","0","0","18000000","300 000 ₽ за м²"
"1077","1-к. квартира","33,9 м²","3","17 эт.","рабочий пос. Дрожжино, территория Бутово Парк 2","Улица Скобелевская","1","0","0","0","6300000","185 841 ₽ за м²"
"1078","Квартира-студия","19 м²","1","9 эт.","Зелёный пр-т, 56","Новогиреево","1","0","0","0","4250000","223 684 ₽ за м²"
"1079","1-к. квартира","34,1 м²","8","9 эт.","Сумской пр., 17к1","Чертановская","1","0","0","0","9000000","263 930 ₽ за м²"
"1080","2-к. квартира","68 м²","4","5 эт.","Москва, улица Маршала Бирюзова, 19","Октябрьское поле","1","0","0","0","15300000","225 000 ₽ за м²"
"1081","2-к. квартира","45 м²","11","12 эт.","Авиационная ул., 70к2","Щукинская","1","0","0","0","12900000","286 667 ₽ за м²"
"1082","Квартира-студия","20 м²","1","6 эт.","2-й пер. Тружеников, 4/19с2","Киевская","1","0","0","0","6990000","349 500 ₽ за м²"
"1083","1-к. квартира","39,5 м²","14","14 эт.","Рублёвское ш., 85","Молодёжная","1","0","0","0","13500000","341 772 ₽ за м²"
"1084","4-к. квартира","65 м²","1","9 эт.","Осташковская ул., 23","Медведково","1","0","0","0","11800000","181 538 ₽ за м²"
"1085","5-к. квартира","111 м²","2","8 эт.","Москва, Скобелевская улица, 1к1","Улица Скобелевская","1","0","0","0","24500000","220 721 ₽ за м²"
"1086","Апартаменты-студия","20 м²","4","5 эт.","Москва, Ботаническая улица, 41к7","Владыкино","1","0","0","0","6000000","300 000 ₽ за м²"
"1087","1-к. квартира","21 м²","1","12 эт.","Тихорецкий б-р, 4к2","Люблино","1","0","0","0","4550000","216 667 ₽ за м²"
"1088","1-к. квартира","35,2 м²","9","9 эт.","ул. Николая Химушина, 1","Бульвар Рокоссовского","1","0","0","0","8990000","255 398 ₽ за м²"
"1089","1-к. апартаменты","43 м²","2","26 эт.","Москва, Кронштадтский бульвар, 6к2","Водный стадион","1","0","0","0","14000000","325 581 ₽ за м²"
"1090","2-к. квартира","44,5 м²","3","5 эт.","8-й Новоподмосковный пер., 5А","Коптево","1","0","0","0","10900000","244 944 ₽ за м²"
"1091","Квартира-студия","14,7 м²","1","9 эт.","ул. Старый Гай, 2к3","Новогиреево","1","0","0","0","3300001","224 490 ₽ за м²"
"1092","Квартира-студия","23 м²","8","10 эт.","Рязанский пр-т, 86/1с1","ЮгоВосточная","1","0","0","0","3390000","147 391 ₽ за м²"
"1093","2-к. апартаменты","40 м²","1","2 эт.","Москва, Старокаширское шоссе, 4к3","Варшавская","1","0","0","0","10000000","250 000 ₽ за м²"
"1094","1-к. квартира","35 м²","5","12 эт.","ул. Хлобыстова, 20к1","Выхино","1","0","0","0","8250000","235 714 ₽ за м²"
"1095","Квартира-студия","16 м²","2","9 эт.","Молдавская ул., 6","Кунцевская","1","0","0","0","5700000","356 250 ₽ за м²"
"1096","2-к. квартира","42 м²","3","5 эт.","рабочий пос. Измайлово, 4","Аннино","1","0","0","0","7350000","175 000 ₽ за м²"
"1097","Апартаменты-студия","35,4 м²","4","6 эт.","Москва, 2-я улица Энтузиастов, 5к39","Андроновка","1","0","0","0","6720000","189 831 ₽ за м²"
"1098","1-к. квартира","35 м²","2","9 эт.","ул. Верхние Поля, 27с2","Братиславская","1","0","0","0","8300000","237 143 ₽ за м²"
"1099","1-к. квартира","18 м²","1","5 эт.","Старокаширское ш., 4к11","Каширская","1","0","0","0","5300000","294 444 ₽ за м²"
"1100","Апартаменты-студия","35,4 м²","4","6 эт.","Москва, 2-я улица Энтузиастов, 5к39","Андроновка","1","0","0","0","6720000","189 831 ₽ за м²"
"1101","1-к. квартира","35 м²","2","9 эт.","ул. Верхние Поля, 27с2","Братиславская","1","0","0","0","8300000","237 143 ₽ за м²"
"1102","1-к. квартира","18 м²","1","5 эт.","Старокаширское ш., 4к11","Каширская","1","0","0","0","5300000","294 444 ₽ за м²"
"1103","3-к. квартира","70 м²","10","16 эт.","Ферганский пр., 7к5","ЮгоВосточная","1","0","0","0","14990000","214 143 ₽ за м²"
"1104","2-к. квартира","74 м²","10","17 эт.","Новочерёмушкинская ул., 16","Академическая","1","0","0","0","8200000","110 811 ₽ за м²"
"1105","2-к. квартира","46,2 м²","9","9 эт.","Грайвороновская ул., 16к3","Текстильщики","1","0","0","0","10500000","227 273 ₽ за м²"
"1106","1-к. квартира","20 м²","2","25 эт.","Рождественская ул., 19к2","Некрасовка","1","0","0","0","3850000","192 500 ₽ за м²"
"1107","1-к. квартира","41 м²","13","14 эт.","Полярная ул., 30к3","Медведково","1","0","0","0","10190000","248 537 ₽ за м²"
"1108","2-к. квартира","55,6 м²","5","12 эт.","Новомарьинская ул., 3к3","Марьино","1","0","0","0","12500000","224 820 ₽ за м²"
"1109","1-к. квартира","21 м²","2","8 эт.","ул. Павла Корчагина, 8","ВДНХ","1","0","0","0","5066000","241 238 ₽ за м²"
"1110","2-к. квартира","46,3 м²","2","9 эт.","Москва, посёлок Коммунарка, улица Александры Монаховой, 98к1","Бунинская аллея","1","0","0","0","10200000","220 302 ₽ за м²"
"1111","1-к. квартира","31 м²","1","5 эт.","3-я Красногвардейская ул., 6","Шелепиха","1","0","0","0","12300000","396 774 ₽ за м²"
"1112","Квартира-студия","20 м²","10","17 эт.","ул. Вертолётчиков, 21к3","Некрасовка","1","0","0","0","6700000","335 000 ₽ за м²"
"1113","3-к. квартира","114 м²","40","40 эт.","Рублёвское ш., 107","Молодёжная","1","0","0","0","46000000","403 509 ₽ за м²"
"1114","2-к. квартира","63,9 м²","1","5 эт.","с. Ромашково, Никольская ул., 8к1","","1","0","0","0","12500000","195 618 ₽ за м²"
"1115","3-к. квартира","90 м²","5","6 эт.","Москва, Шмитовский проезд, 39к1","Шелепиха","1","0","0","0","46900000","521 111 ₽ за м²"
"1116","3-к. квартира","87 м²","24","24 эт.","Профсоюзная ул., 25","Профсоюзная","1","0","0","0","30000000","344 828 ₽ за м²"
